tab delimited	er_locations
er_location_name	er_location_alternatives	location_type	location_begin_lat	location_begin_lon	location_end_lat	location_end_lon	continent_ocean	region	plate_block	tectonic_setting	er_citation_names
McMurdo	Mt Erebus Volcanic Province : McMurdo Sound	Outcrop	-77	160	-79	170	Antarctica	Antarctic Plate	Antarctic Plate	Continental Volcanics	This study
>>>>>>>>>>
tab delimited	er_sites
er_site_name	er_location_name	site_definition	site_class	site_lithology	site_type	site_lat	site_lon	er_citation_names
mc200	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.54995	166.16148	This study
mc201	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.56284	166.21958	This study
mc202	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65674	166.36424	This study
mc203	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.5807	166.25055	This study
mc204	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.6402	166.40836	This study
mc205	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.65666	166.72515	This study
mc206	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dome	-77.66665	166.78033	This study
mc207	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.67871	166.5173	This study
mc208	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.66786	166.53186	This study
mc209	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.68544	166.36812	This study
mc210	McMurdo	s	Igneous : Intrusive	Phonolite	Volcanic Dike	-77.69125	166.3743	This study
mc211	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.66147	166.3397	This study
mc212	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56505	166.35938	This study
mc213	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22331	166.42877	This study
mc214	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22355	166.4294	This study
mc215	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	This study
mc216	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	This study
mc217	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	This study
mc218	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	This study
mc219	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	This study
mc220	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	This study
mc221	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	This study
mc222	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	This study
mc223	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	This study
mc224	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.53046	166.8839	This study
mc225	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	This study
mc226	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.61355	166.76571	This study
mc227	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.27064	166.73278	This study
mc228	McMurdo	s	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	This study
mc229	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	This study
>>>>>>>>>>
tab delimited	er_samples
er_sample_name	er_location_name	er_site_name	sample_class	sample_lithology	sample_type	sample_lat	sample_lon	sample_date	sample_orientation_flag	sample_azimuth	sample_dip	sample_bed_dip_direction	sample_bed_dip	magic_method_codes	er_citation_names
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	21	2007:08:21:11:02:00.00	SAN						4					773				0				0.00003				0	90						273							-23.3	8.6		0.00004749										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	22	2007:08:21:12:53:00.00	SAN						4					773				0				0				0	90						273							-10.2	8		0.00004317										0.2						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	23	2007:08:21:14:49:00.00	SAN						4					798				0				0.00003				0	90						273							-33.8	9.2		0.00004135										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	24	2007:08:22:08:52:00.00	SAN						4					798				0				0				0	0						273							-12.3	6.5		0.00003304										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	25	2007:08:23:07:35:00.00	SAN						4					823				0				0				0	0						273							-9.5	6.5		0.00001562										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	26	2007:08:23:09:33:00.00	SAN						4					773				0				0.00003				0	90						273							-44.1	7.4		0.00002164										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	27	2007:08:23:11:33:00.00	SAN						4					823				0				0.00003				0	90						273							-66.5	8.5		0.0000379										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	28	2007:08:23:13:36:00.00	SAN						4					823				0				0				0	90						273							-14.4	7.6		0.00001414										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	29	2007:08:24:09:10:00.00	SAN						4					848				0				0.00003				0	90						273							-83.9	10.5		0.00004052										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	30	2007:08:24:11:16:00.00	SAN						4					848				0				0				0	0						273							-14.4	6.6		0.000003344										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	31	2007:08:24:13:38:00.00	SAN						4					873				0				0				0	0						273							-12.1	6.9		0.000002148										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	32	2007:08:27:09:25:00.00	SAN						4					823				0				0.00003				0	90						273							-85.9	40.5		0.00003653										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	33	2007:08:27:11:32:00.00	SAN						4					873				0				0.00003				0	90						273							-82.9	54.8		0.00004189										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	1	2007:09:04:08:19:00.00	SAN						4					273				0				0				0	0						273							0.5	8.1		0.00007349										0.3						pmagpy-2.155	LT-NO : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	2	2007:09:04:11:06:00.00	SAN						4					373				0				0				0	0						273							0.6	11.1		0.00007283										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	3	2007:09:04:12:41:00.00	SAN						4					373				0				0.00003				0	90						273							0.8	11.1		0.00007282										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	4	2007:09:05:08:37:00.00	SAN						4					373				0				0				0	90						273							-0.2	10		0.00007285										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	5	2007:09:05:10:46:00.00	SAN						4					473				0				0.00003				0	90						273							-1	11.2		0.00007115										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	6	2007:09:05:12:44:00.00	SAN						4					473				0				0				0	0						273							-0.3	11.6		0.00007098										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	7	2007:09:06:10:27:00.00	SAN						4					573				0				0				0	0						273							-0.9	11.3		0.00006707										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	8	2007:09:06:11:45:00.00	SAN						4					373				0				0.00003				0	90						273							-1.6	11.4		0.00006689										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	9	2007:09:06:13:23:00.00	SAN						4					573				0				0.00003				0	90						273							-2.4	11.3		0.00006667										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	10	2007:09:07:09:03:00.00	SAN						4					573				0				0				0	90						273							-0.8	12.3		0.00006626										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	11	2007:09:07:10:45:00.00	SAN						4					623				0				0.00003				0	90						273							-4.3	11.2		0.00006338										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	12	2007:09:07:12:28:00.00	SAN						4					623				0				0				0	0						273							-1.5	9.8		0.00006264										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	13	2007:09:10:09:17:00.00	SAN						4					673				0				0				0	0						273							-1.2	11.4		0.0000582										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	14	2007:09:10:12:32:00.00	SAN						4					573				0				0.00003				0	90						273							-3.4	10.5		0.00005752										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	15	2007:09:10:14:19:00.00	SAN						4					673				0				0.00003				0	90						273							-5.9	10.6		0.00005713										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	16	2007:09:11:09:10:00.00	SAN						4					673				0				0				0	90						273							-2.6	10.3		0.00005642										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	17	2007:09:11:10:59:00.00	SAN						4					723				0				0.00003				0	90						273							-10.2	10		0.00005247										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	18	2007:09:11:12:46:00.00	SAN						4					723				0				0				0	0						273							-2.6	11.6		0.00005082										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	19	2007:09:11:14:43:00.00	SAN						4					773				0				0				0	0						273							-1.5	10.3		0.00004223										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	20	2007:09:12:09:56:00.00	SAN						4					673				0				0.00003				0	90						273							-8.5	12		0.00004267										0.2						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	21	2007:09:12:13:10:00.00	SAN						4					773				0				0.00003				0	90						273							-17.1	11.9		0.00004229										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	22	2007:09:13:09:54:00.00	SAN						4					773				0				0				0	90						273							-3.2	11.6		0.00003941										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	23	2007:09:13:11:47:00.00	SAN						4					798				0				0.00003				0	90						273							-30.4	11.2		0.00003607										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	24	2007:09:13:14:46:00.00	SAN						4					798				0				0				0	0						273							-5.7	11.5		0.00002967										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	25	2007:09:14:09:13:00.00	SAN						4					823				0				0				0	0						273							-2.3	11		0.00001307										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	26	2007:09:14:10:59:00.00	SAN						4					773				0				0.00003				0	90						273							-46.3	13.4		0.00001836										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	27	2007:09:14:13:29:00.00	SAN						4					823				0				0.00003				0	90						273							-70	12.7		0.00003439										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	28	2007:09:17:09:12:00.00	SAN						4					823				0				0				0	90						273							-5.1	10.9		0.00001115										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	29	2007:09:17:11:07:00.00	SAN						4					848				0				0.00003				0	90						273							-84.9	27.6		0.00003879										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	30	2007:09:17:12:54:00.00	SAN						4					848				0				0				0	0						273							-8.9	11.2		0.000003012										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	31	2007:09:18:09:10:00.00	SAN						4					873				0				0				0	0						273							-7	11.4		0.00000197										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	32	2007:09:18:11:09:00.00	SAN						4					823				0				0.00003				0	90						273							-87.9	44.8		0.00003549										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220c	mc220c1				mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	33	2007:09:18:13:12:00.00	SAN						4					873				0				0.00003				0	90						273							-86	75		0.00004039										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220d	mc220d1				mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	1	2007:09:04:09:15:00.00	SAN						4					273				0				0				0	0						273							-5.3	2.3		0.00007183										0.2						pmagpy-2.155	LT-NO : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220d	mc220d1				mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	2	2007:09:04:11:41:00.00	SAN						4					373				0				0				0	0						273							-5.8	1.7		0.00007115										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220d	mc220d1				mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	3	2007:09:04:13:16:00.00	SAN						4					373				0				0.00003				0	90						273							-5.6	2.2		0.000071										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220d	mc220d1				mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	4	2007:09:05:09:07:00.00	SAN						4					373				0				0				0	90						273							-5.4	1.6		0.00007123										0.2						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220d	mc220d1				mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	5	2007:09:05:11:11:00.00	SAN						4					473				0				0.00003				0	90						273							-7	2		0.00006967										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220d	mc220d1				mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	6	2007:09:05:13:14:00.00	SAN						4					473				0				0				0	0						273							-5.8	2		0.00006937										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220d	mc220d1				mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	7	2007:09:06:09:17:00.00	SAN						4					573				0				0				0	0						273							-6.4	2.4		0.0000655										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220d	mc220d1				mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	8	2007:09:06:10:49:00.00	SAN						4					373				0				0.00003				0	90						273							-7.1	3.3		0.00006557										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220d	mc220d1				mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	9	2007:09:06:12:25:00.00	SAN						4					573				0				0.00003				0	90						273							-8.7	1.6		0.00006531										0.2						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
